ID,Weapon Name,Weapon Type,Affinity,Weapon Type Column,Affinity Column,Default Ash of War,Can Apply Ash of War,Ash of War 1,Ash of War 2,Ash of War 3,Ash of War 4,Ash of War 5,Ash of War 6,Ash of War 7,Ash of War 8,Ash of War 9,Ash of War 10,Ash of War 11,Ash of War 12,Ash of War 13,Ash of War 14,Ash of War 15,Ash of War 16,Ash of War 17,Ash of War 18,Ash of War 19,Ash of War 20,Ash of War 21,Ash of War 22,Ash of War 23,Ash of War 24,Ash of War 25,Ash of War 26,Ash of War 27,Ash of War 28,Ash of War 29,Ash of War 30,Ash of War 31,Ash of War 32,Ash of War 33,Ash of War 34,Ash of War 35,Ash of War 36,Ash of War 37,Ash of War 38,Ash of War 39,Ash of War 40,Ash of War 41,Ash of War 42,Ash of War 43,Ash of War 44,Ash of War 45,Ash of War 46,Ash of War 47,Ash of War 48,Ash of War 49,Ash of War 50,Ash of War 51,Ash of War 52,Ash of War 53,Ash of War 54,Ash of War 55,Ash of War 56
3000100,Bastard Sword,Greatsword,Heavy,Q,C,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Blood Tax,Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Glintblade Phalanx,Sacred Blade,Glintstone Pebble,Bloody Slash,Eruption,Gravitas,Storm Blade,Flaming Strike,Thunderbolt,Lightning Slash,Carian Grandeur,Carian Greatsword,Vacuum Slice,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,
3000200,Bastard Sword,Greatsword,Keen,Q,D,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Blood Tax,Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Glintblade Phalanx,Sacred Blade,Glintstone Pebble,Bloody Slash,Eruption,Gravitas,Storm Blade,Flaming Strike,Thunderbolt,Lightning Slash,Carian Grandeur,Carian Greatsword,Vacuum Slice,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,
3000300,Bastard Sword,Greatsword,Quality,Q,E,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Blood Tax,Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Glintblade Phalanx,Sacred Blade,Glintstone Pebble,Bloody Slash,Eruption,Gravitas,Storm Blade,Flaming Strike,Thunderbolt,Lightning Slash,Carian Grandeur,Carian Greatsword,Vacuum Slice,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,
3000400,Bastard Sword,Greatsword,Fire,Q,F,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Eruption,Storm Blade,Flaming Strike,Vacuum Slice,Storm Stomp,Kick,Flame of the Redmanes,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,,
3000500,Bastard Sword,Greatsword,Flame Art,Q,G,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Eruption,Storm Blade,Flaming Strike,Vacuum Slice,Storm Stomp,Kick,Flame of the Redmanes,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,,
3000600,Bastard Sword,Greatsword,Lightning,Q,H,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Sacred Blade,Storm Blade,Thunderbolt,Lightning Slash,Vacuum Slice,Storm Stomp,Kick,Lightning Ram,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,
3000700,Bastard Sword,Greatsword,Sacred,Q,I,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Sacred Blade,Storm Blade,Thunderbolt,Lightning Slash,Vacuum Slice,Storm Stomp,Kick,Lightning Ram,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,
3000800,Bastard Sword,Greatsword,Magic,Q,J,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Glintblade Phalanx,Glintstone Pebble,Gravitas,Storm Blade,Carian Grandeur,Carian Greatsword,Vacuum Slice,Chilling Mist,Hoarfrost Stomp,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,
3000900,Bastard Sword,Greatsword,Cold,Q,K,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Glintblade Phalanx,Glintstone Pebble,Gravitas,Storm Blade,Carian Grandeur,Carian Greatsword,Vacuum Slice,Chilling Mist,Hoarfrost Stomp,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,
3001000,Bastard Sword,Greatsword,Poison,Q,L,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Blood Tax,Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Bloody Slash,Storm Blade,Vacuum Slice,Poisonous Mist,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,,,,,,,,,,,,,,,,
3001100,Bastard Sword,Greatsword,Blood,Q,M,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Blood Tax,Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Bloody Slash,Storm Blade,Vacuum Slice,Poisonous Mist,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,,,,,,,,,,,,,,,,
3001200,Bastard Sword,Greatsword,Occult,Q,N,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Blood Tax,Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Bloody Slash,Storm Blade,Vacuum Slice,Poisonous Mist,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,,,,,,,,,,,,,,,,
3010000,Forked Greatsword,Greatsword,Standard,Q,B,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Blood Tax,Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Glintblade Phalanx,Sacred Blade,Glintstone Pebble,Bloody Slash,Eruption,Gravitas,Storm Blade,Flaming Strike,Thunderbolt,Lightning Slash,Carian Grandeur,Carian Greatsword,Vacuum Slice,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,
3010100,Forked Greatsword,Greatsword,Heavy,Q,C,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Blood Tax,Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Glintblade Phalanx,Sacred Blade,Glintstone Pebble,Bloody Slash,Eruption,Gravitas,Storm Blade,Flaming Strike,Thunderbolt,Lightning Slash,Carian Grandeur,Carian Greatsword,Vacuum Slice,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,
3010200,Forked Greatsword,Greatsword,Keen,Q,D,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Blood Tax,Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Glintblade Phalanx,Sacred Blade,Glintstone Pebble,Bloody Slash,Eruption,Gravitas,Storm Blade,Flaming Strike,Thunderbolt,Lightning Slash,Carian Grandeur,Carian Greatsword,Vacuum Slice,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,
3010300,Forked Greatsword,Greatsword,Quality,Q,E,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Blood Tax,Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Glintblade Phalanx,Sacred Blade,Glintstone Pebble,Bloody Slash,Eruption,Gravitas,Storm Blade,Flaming Strike,Thunderbolt,Lightning Slash,Carian Grandeur,Carian Greatsword,Vacuum Slice,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,
3010400,Forked Greatsword,Greatsword,Fire,Q,F,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Eruption,Storm Blade,Flaming Strike,Vacuum Slice,Storm Stomp,Kick,Flame of the Redmanes,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,,
3010500,Forked Greatsword,Greatsword,Flame Art,Q,G,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Eruption,Storm Blade,Flaming Strike,Vacuum Slice,Storm Stomp,Kick,Flame of the Redmanes,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,,
3010600,Forked Greatsword,Greatsword,Lightning,Q,H,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Sacred Blade,Storm Blade,Thunderbolt,Lightning Slash,Vacuum Slice,Storm Stomp,Kick,Lightning Ram,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,
3010700,Forked Greatsword,Greatsword,Sacred,Q,I,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Sacred Blade,Storm Blade,Thunderbolt,Lightning Slash,Vacuum Slice,Storm Stomp,Kick,Lightning Ram,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,
3010800,Forked Greatsword,Greatsword,Magic,Q,J,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Glintblade Phalanx,Glintstone Pebble,Gravitas,Storm Blade,Carian Grandeur,Carian Greatsword,Vacuum Slice,Chilling Mist,Hoarfrost Stomp,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,
3010900,Forked Greatsword,Greatsword,Cold,Q,K,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Glintblade Phalanx,Glintstone Pebble,Gravitas,Storm Blade,Carian Grandeur,Carian Greatsword,Vacuum Slice,Chilling Mist,Hoarfrost Stomp,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,
3011000,Forked Greatsword,Greatsword,Poison,Q,L,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Blood Tax,Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Bloody Slash,Storm Blade,Vacuum Slice,Poisonous Mist,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,,,,,,,,,,,,,,,,
3011100,Forked Greatsword,Greatsword,Blood,Q,M,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Blood Tax,Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Bloody Slash,Storm Blade,Vacuum Slice,Poisonous Mist,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,,,,,,,,,,,,,,,,
3011200,Forked Greatsword,Greatsword,Occult,Q,N,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Blood Tax,Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Bloody Slash,Storm Blade,Vacuum Slice,Poisonous Mist,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,,,,,,,,,,,,,,,,
3020000,Iron Greatsword,Greatsword,Standard,Q,B,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Blood Tax,Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Glintblade Phalanx,Sacred Blade,Glintstone Pebble,Bloody Slash,Eruption,Gravitas,Storm Blade,Flaming Strike,Thunderbolt,Lightning Slash,Carian Grandeur,Carian Greatsword,Vacuum Slice,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,
3020100,Iron Greatsword,Greatsword,Heavy,Q,C,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Blood Tax,Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Glintblade Phalanx,Sacred Blade,Glintstone Pebble,Bloody Slash,Eruption,Gravitas,Storm Blade,Flaming Strike,Thunderbolt,Lightning Slash,Carian Grandeur,Carian Greatsword,Vacuum Slice,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,
3020200,Iron Greatsword,Greatsword,Keen,Q,D,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Blood Tax,Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Glintblade Phalanx,Sacred Blade,Glintstone Pebble,Bloody Slash,Eruption,Gravitas,Storm Blade,Flaming Strike,Thunderbolt,Lightning Slash,Carian Grandeur,Carian Greatsword,Vacuum Slice,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,
3020300,Iron Greatsword,Greatsword,Quality,Q,E,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Blood Tax,Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Glintblade Phalanx,Sacred Blade,Glintstone Pebble,Bloody Slash,Eruption,Gravitas,Storm Blade,Flaming Strike,Thunderbolt,Lightning Slash,Carian Grandeur,Carian Greatsword,Vacuum Slice,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,
3020400,Iron Greatsword,Greatsword,Fire,Q,F,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Eruption,Storm Blade,Flaming Strike,Vacuum Slice,Storm Stomp,Kick,Flame of the Redmanes,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,,
3020500,Iron Greatsword,Greatsword,Flame Art,Q,G,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Eruption,Storm Blade,Flaming Strike,Vacuum Slice,Storm Stomp,Kick,Flame of the Redmanes,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,,
3020600,Iron Greatsword,Greatsword,Lightning,Q,H,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Sacred Blade,Storm Blade,Thunderbolt,Lightning Slash,Vacuum Slice,Storm Stomp,Kick,Lightning Ram,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,
3020700,Iron Greatsword,Greatsword,Sacred,Q,I,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Sacred Blade,Storm Blade,Thunderbolt,Lightning Slash,Vacuum Slice,Storm Stomp,Kick,Lightning Ram,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,
3020800,Iron Greatsword,Greatsword,Magic,Q,J,Stamp (Upward Cut),Yes,Lion's Claw,Impaling Thrust,Piercing Fang,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Repeating Thrust,Wild Strikes,Double Slash,Giant Hunt,Stormcaller,Sword Dance,Glintblade Phalanx,Glintstone Pebble,Gravitas,Storm Blade,Carian Grandeur,Carian Greatsword,Vacuum Slice,Chilling Mist,Hoarfrost Stomp,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,
